rowid,koi_pdisposition,koi_disposition,koi_prad,
3381,CANDIDATE,CANDIDATE,0.89,1
3478,CANDIDATE,CANDIDATE,0.89,1
4040,FALSE POSITIVE,FALSE POSITIVE,0.89,0
4135,CANDIDATE,CANDIDATE,0.89,1
4483,FALSE POSITIVE,FALSE POSITIVE,0.89,0
5768,FALSE POSITIVE,FALSE POSITIVE,0.89,0
233,CANDIDATE,CANDIDATE,0.892,1
3863,CANDIDATE,CANDIDATE,0.894,1
6977,NOT DISPOSITIONED,NOT DISPOSITIONED,0.894,0
4198,FALSE POSITIVE,FALSE POSITIVE,0.897,0
4095,CANDIDATE,CANDIDATE,0.899,1
200,CANDIDATE,CANDIDATE,0.9,1
1071,FALSE POSITIVE,FALSE POSITIVE,0.9,0
1778,FALSE POSITIVE,FALSE POSITIVE,0.9,0
2326,CANDIDATE,CANDIDATE,0.9,1
2798,CANDIDATE,CANDIDATE,0.9,1
3331,CANDIDATE,CANDIDATE,0.9,1
3698,CANDIDATE,CANDIDATE,0.9,1
3884,CANDIDATE,CANDIDATE,0.9,1
3924,FALSE POSITIVE,FALSE POSITIVE,0.9,0
3980,FALSE POSITIVE,FALSE POSITIVE,0.9,0
3985,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4027,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4044,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4068,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4267,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4339,CANDIDATE,CANDIDATE,0.9,1
4387,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4437,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4445,FALSE POSITIVE,FALSE POSITIVE,0.9,0
4482,CANDIDATE,CANDIDATE,0.9,1
4981,CANDIDATE,CANDIDATE,0.9,1
5505,FALSE POSITIVE,FALSE POSITIVE,0.9,0
5553,FALSE POSITIVE,FALSE POSITIVE,0.9,0
6996,NOT DISPOSITIONED,NOT DISPOSITIONED,0.9,0
4130,FALSE POSITIVE,FALSE POSITIVE,0.901,0
3869,FALSE POSITIVE,FALSE POSITIVE,0.903,0
5024,CANDIDATE,CANDIDATE,0.904,1
4671,CANDIDATE,CANDIDATE,0.905,1
5974,CANDIDATE,CANDIDATE,0.907,1
4917,CANDIDATE,CANDIDATE,0.909,1
1632,FALSE POSITIVE,FALSE POSITIVE,0.91,0
2853,CANDIDATE,CANDIDATE,0.91,1
2861,FALSE POSITIVE,FALSE POSITIVE,0.91,0
3608,CANDIDATE,CANDIDATE,0.91,1
3620,CANDIDATE,CONFIRMED,0.91,1
3885,FALSE POSITIVE,FALSE POSITIVE,0.91,0
3974,CANDIDATE,CANDIDATE,0.91,1
5522,CANDIDATE,CANDIDATE,0.91,1
5557,FALSE POSITIVE,FALSE POSITIVE,0.91,0
6867,FALSE POSITIVE,FALSE POSITIVE,0.91,0
880,CANDIDATE,CANDIDATE,0.92,1
2420,CANDIDATE,CONFIRMED,0.92,1
2814,CANDIDATE,CONFIRMED,0.92,1
2929,CANDIDATE,CANDIDATE,0.92,1
3423,FALSE POSITIVE,FALSE POSITIVE,0.92,0
3864,CANDIDATE,CANDIDATE,0.92,1
4455,CANDIDATE,CANDIDATE,0.92,1
4894,FALSE POSITIVE,FALSE POSITIVE,0.92,0
4982,FALSE POSITIVE,FALSE POSITIVE,0.92,0
6060,NOT DISPOSITIONED,NOT DISPOSITIONED,0.92,0
5854,FALSE POSITIVE,FALSE POSITIVE,0.924,0
6295,FALSE POSITIVE,FALSE POSITIVE,0.927,0
446,CANDIDATE,CONFIRMED,0.93,1
1001,CANDIDATE,CANDIDATE,0.93,1
1699,FALSE POSITIVE,FALSE POSITIVE,0.93,0
1753,CANDIDATE,CANDIDATE,0.93,1
1813,FALSE POSITIVE,FALSE POSITIVE,0.93,0
2251,CANDIDATE,CONFIRMED,0.93,1
2270,CANDIDATE,CANDIDATE,0.93,1
2710,FALSE POSITIVE,FALSE POSITIVE,0.93,0
2830,FALSE POSITIVE,FALSE POSITIVE,0.93,0
3374,CANDIDATE,CANDIDATE,0.93,1
4015,CANDIDATE,CANDIDATE,0.93,1
4182,FALSE POSITIVE,FALSE POSITIVE,0.93,0
4308,FALSE POSITIVE,FALSE POSITIVE,0.93,0
4784,CANDIDATE,CANDIDATE,0.93,1
5587,CANDIDATE,CANDIDATE,0.93,1
5653,CANDIDATE,CANDIDATE,0.93,1
5765,FALSE POSITIVE,FALSE POSITIVE,0.93,0
4189,FALSE POSITIVE,FALSE POSITIVE,0.932,0
6283,CANDIDATE,CANDIDATE,0.935,1
379,CANDIDATE,CANDIDATE,0.94,1
833,CANDIDATE,CANDIDATE,0.94,1
1228,FALSE POSITIVE,FALSE POSITIVE,0.94,0
1768,CANDIDATE,CANDIDATE,0.94,1
1926,CANDIDATE,CANDIDATE,0.94,1
1961,CANDIDATE,CANDIDATE,0.94,1
3756,CANDIDATE,CONFIRMED,0.94,1
4265,FALSE POSITIVE,FALSE POSITIVE,0.94,0
5280,FALSE POSITIVE,FALSE POSITIVE,0.94,0
5593,FALSE POSITIVE,FALSE POSITIVE,0.94,0
6915,NOT DISPOSITIONED,NOT DISPOSITIONED,0.94,0
6250,CANDIDATE,CANDIDATE,0.948,1
56,CANDIDATE,CANDIDATE,0.95,1
348,FALSE POSITIVE,FALSE POSITIVE,0.95,0
623,FALSE POSITIVE,FALSE POSITIVE,0.95,0
1157,CANDIDATE,CANDIDATE,0.95,1
1287,CANDIDATE,CANDIDATE,0.95,1
1346,CANDIDATE,CANDIDATE,0.95,1
1967,CANDIDATE,CANDIDATE,0.95,1
2051,CANDIDATE,CANDIDATE,0.95,1
2567,CANDIDATE,CONFIRMED,0.95,1
2690,CANDIDATE,CANDIDATE,0.95,1
2706,CANDIDATE,CANDIDATE,0.95,1
3318,FALSE POSITIVE,FALSE POSITIVE,0.95,0
3819,CANDIDATE,CANDIDATE,0.95,1
4239,CANDIDATE,CANDIDATE,0.95,1
4731,FALSE POSITIVE,FALSE POSITIVE,0.95,0
4809,FALSE POSITIVE,FALSE POSITIVE,0.95,0
5498,FALSE POSITIVE,FALSE POSITIVE,0.95,0
5592,FALSE POSITIVE,FALSE POSITIVE,0.95,0
5621,FALSE POSITIVE,FALSE POSITIVE,0.95,0
6875,FALSE POSITIVE,FALSE POSITIVE,0.95,0
6601,NOT DISPOSITIONED,NOT DISPOSITIONED,0.951,0
3972,FALSE POSITIVE,FALSE POSITIVE,0.955,0
6341,NOT DISPOSITIONED,NOT DISPOSITIONED,0.956,0
6757,NOT DISPOSITIONED,NOT DISPOSITIONED,0.956,0
5162,CANDIDATE,CANDIDATE,0.958,1
106,CANDIDATE,CANDIDATE,0.959,1
479,CANDIDATE,CANDIDATE,0.96,1
1046,CANDIDATE,CANDIDATE,0.96,1
2198,CANDIDATE,CANDIDATE,0.96,1
3059,CANDIDATE,CONFIRMED,0.96,1
3157,FALSE POSITIVE,FALSE POSITIVE,0.96,0
3199,CANDIDATE,CANDIDATE,0.96,1
3485,CANDIDATE,CANDIDATE,0.96,1
3704,FALSE POSITIVE,FALSE POSITIVE,0.96,0
3865,CANDIDATE,CANDIDATE,0.96,1
4329,CANDIDATE,CANDIDATE,0.96,1
4914,CANDIDATE,CANDIDATE,0.96,1
5022,CANDIDATE,CANDIDATE,0.96,1
5058,CANDIDATE,CANDIDATE,0.96,1
5930,FALSE POSITIVE,FALSE POSITIVE,0.96,0
6932,NOT DISPOSITIONED,NOT DISPOSITIONED,0.96,0
4514,CANDIDATE,CANDIDATE,0.962,1
5266,CANDIDATE,CANDIDATE,0.968,1
4877,CANDIDATE,CANDIDATE,0.969,1
1264,FALSE POSITIVE,FALSE POSITIVE,0.97,0
1807,CANDIDATE,CANDIDATE,0.97,1
1831,CANDIDATE,CANDIDATE,0.97,1
2318,FALSE POSITIVE,FALSE POSITIVE,0.97,0
2678,CANDIDATE,CANDIDATE,0.97,1
2979,FALSE POSITIVE,FALSE POSITIVE,0.97,0
2985,CANDIDATE,CANDIDATE,0.97,1
3321,CANDIDATE,CANDIDATE,0.97,1
3384,FALSE POSITIVE,FALSE POSITIVE,0.97,0
4045,CANDIDATE,CANDIDATE,0.97,1
4852,CANDIDATE,CANDIDATE,0.97,1
5978,NOT DISPOSITIONED,NOT DISPOSITIONED,0.97,0
352,FALSE POSITIVE,FALSE POSITIVE,0.971,0
4778,CANDIDATE,CANDIDATE,0.975,1
4266,CANDIDATE,CANDIDATE,0.976,1
62,FALSE POSITIVE,FALSE POSITIVE,0.98,0
134,FALSE POSITIVE,FALSE POSITIVE,0.98,0
456,FALSE POSITIVE,FALSE POSITIVE,0.98,0
2097,CANDIDATE,CONFIRMED,0.98,1
2715,FALSE POSITIVE,FALSE POSITIVE,0.98,0
3554,CANDIDATE,CANDIDATE,0.98,1
3943,FALSE POSITIVE,FALSE POSITIVE,0.98,0
4405,FALSE POSITIVE,FALSE POSITIVE,0.98,0
6390,NOT DISPOSITIONED,NOT DISPOSITIONED,0.98,0
488,FALSE POSITIVE,FALSE POSITIVE,0.982,0
3878,CANDIDATE,CANDIDATE,0.982,1
5071,CANDIDATE,CANDIDATE,0.983,1
4789,CANDIDATE,CONFIRMED,0.985,1
5107,CANDIDATE,CANDIDATE,0.987,1
6185,NOT DISPOSITIONED,NOT DISPOSITIONED,0.988,0
4256,CANDIDATE,CANDIDATE,0.989,1
341,CANDIDATE,CONFIRMED,0.99,1
855,FALSE POSITIVE,FALSE POSITIVE,0.99,0
1229,CANDIDATE,CONFIRMED,0.99,1
1575,FALSE POSITIVE,FALSE POSITIVE,0.99,0
1751,FALSE POSITIVE,FALSE POSITIVE,0.99,0
1975,CANDIDATE,CANDIDATE,0.99,1
2613,FALSE POSITIVE,FALSE POSITIVE,0.99,0
3104,FALSE POSITIVE,FALSE POSITIVE,0.99,0
3169,CANDIDATE,CANDIDATE,0.99,1
3479,FALSE POSITIVE,FALSE POSITIVE,0.99,0
3710,CANDIDATE,CANDIDATE,0.99,1
3965,CANDIDATE,CANDIDATE,0.99,1
5516,FALSE POSITIVE,FALSE POSITIVE,0.99,0
5784,FALSE POSITIVE,FALSE POSITIVE,0.99,0
6190,FALSE POSITIVE,FALSE POSITIVE,0.99,0
6293,CANDIDATE,CANDIDATE,0.99,1
6903,CANDIDATE,CANDIDATE,0.99,1
6949,NOT DISPOSITIONED,NOT DISPOSITIONED,0.99,0
584,FALSE POSITIVE,FALSE POSITIVE,0.992,0
4471,CANDIDATE,CANDIDATE,0.992,1
4874,CANDIDATE,CANDIDATE,0.993,1
5312,FALSE POSITIVE,FALSE POSITIVE,0.994,0
198,FALSE POSITIVE,FALSE POSITIVE,0.996,0
7073,NOT DISPOSITIONED,NOT DISPOSITIONED,0.996,0
1668,CANDIDATE,CANDIDATE,1,1
1820,CANDIDATE,CANDIDATE,1,1
1954,CANDIDATE,CANDIDATE,1,1
2727,CANDIDATE,CONFIRMED,1,1
2832,CANDIDATE,CANDIDATE,1,1
3859,FALSE POSITIVE,FALSE POSITIVE,1,0
3931,CANDIDATE,CANDIDATE,1,1
3946,FALSE POSITIVE,FALSE POSITIVE,1,0
4215,CANDIDATE,CANDIDATE,1,1
4229,CANDIDATE,CANDIDATE,1,1
4273,FALSE POSITIVE,FALSE POSITIVE,1,0
4335,FALSE POSITIVE,FALSE POSITIVE,1,0
4432,FALSE POSITIVE,FALSE POSITIVE,1,0
4479,FALSE POSITIVE,FALSE POSITIVE,1,0
4802,FALSE POSITIVE,FALSE POSITIVE,1,0
4946,CANDIDATE,CANDIDATE,1,1
5119,FALSE POSITIVE,FALSE POSITIVE,1,0
5244,CANDIDATE,CANDIDATE,1,1
6570,FALSE POSITIVE,FALSE POSITIVE,1,0
6945,NOT DISPOSITIONED,NOT DISPOSITIONED,1,0
7195,NOT DISPOSITIONED,NOT DISPOSITIONED,1,0
5102,FALSE POSITIVE,FALSE POSITIVE,1.001,0
6249,FALSE POSITIVE,FALSE POSITIVE,1.002,0
553,FALSE POSITIVE,FALSE POSITIVE,1.005,0
4201,CANDIDATE,CANDIDATE,1.005,1
4867,CANDIDATE,CANDIDATE,1.008,1
4270,FALSE POSITIVE,FALSE POSITIVE,1.009,0
20,FALSE POSITIVE,FALSE POSITIVE,1.01,0
751,CANDIDATE,CANDIDATE,1.01,1
1069,CANDIDATE,CANDIDATE,1.01,1
2108,CANDIDATE,CANDIDATE,1.01,1
2111,CANDIDATE,CANDIDATE,1.01,1
2888,CANDIDATE,CANDIDATE,1.01,1
3958,FALSE POSITIVE,FALSE POSITIVE,1.01,0
4118,FALSE POSITIVE,FALSE POSITIVE,1.01,0
4150,CANDIDATE,CANDIDATE,1.01,1
4160,CANDIDATE,CANDIDATE,1.01,1
4177,CANDIDATE,CANDIDATE,1.01,1
5579,FALSE POSITIVE,FALSE POSITIVE,1.01,0
237,FALSE POSITIVE,FALSE POSITIVE,1.014,0
7170,NOT DISPOSITIONED,NOT DISPOSITIONED,1.016,0
7217,NOT DISPOSITIONED,NOT DISPOSITIONED,1.018,0
430,FALSE POSITIVE,FALSE POSITIVE,1.019,0
64,CANDIDATE,CANDIDATE,1.02,1
926,CANDIDATE,CANDIDATE,1.02,1
1283,FALSE POSITIVE,FALSE POSITIVE,1.02,0
1747,CANDIDATE,CANDIDATE,1.02,1
2240,CANDIDATE,CANDIDATE,1.02,1
2268,CANDIDATE,CANDIDATE,1.02,1
2491,CANDIDATE,CONFIRMED,1.02,1
2564,CANDIDATE,CANDIDATE,1.02,1
2982,CANDIDATE,CANDIDATE,1.02,1
2983,FALSE POSITIVE,FALSE POSITIVE,1.02,0
3369,CANDIDATE,CANDIDATE,1.02,1
3647,CANDIDATE,CANDIDATE,1.02,1
3956,FALSE POSITIVE,FALSE POSITIVE,1.02,0
4271,CANDIDATE,CANDIDATE,1.02,1
4319,FALSE POSITIVE,FALSE POSITIVE,1.02,0
4767,CANDIDATE,CANDIDATE,1.02,1
5531,FALSE POSITIVE,FALSE POSITIVE,1.02,0
5745,FALSE POSITIVE,FALSE POSITIVE,1.02,0
4301,FALSE POSITIVE,FALSE POSITIVE,1.023,0
7251,NOT DISPOSITIONED,NOT DISPOSITIONED,1.024,0
413,FALSE POSITIVE,FALSE POSITIVE,1.025,0
165,FALSE POSITIVE,FALSE POSITIVE,1.027,0
3870,CANDIDATE,CANDIDATE,1.027,1
4385,FALSE POSITIVE,FALSE POSITIVE,1.028,0
435,CANDIDATE,CANDIDATE,1.03,1
1761,CANDIDATE,CANDIDATE,1.03,1
2633,FALSE POSITIVE,FALSE POSITIVE,1.03,0
2776,CANDIDATE,CANDIDATE,1.03,1
3152,FALSE POSITIVE,FALSE POSITIVE,1.03,0
3212,CANDIDATE,CONFIRMED,1.03,1
3671,CANDIDATE,CONFIRMED,1.03,1
3696,FALSE POSITIVE,FALSE POSITIVE,1.03,0
3711,CANDIDATE,CANDIDATE,1.03,1
3881,CANDIDATE,CANDIDATE,1.03,1
3889,FALSE POSITIVE,FALSE POSITIVE,1.03,0
3998,CANDIDATE,CANDIDATE,1.03,1
4424,FALSE POSITIVE,FALSE POSITIVE,1.03,0
4508,CANDIDATE,CANDIDATE,1.03,1
5564,FALSE POSITIVE,FALSE POSITIVE,1.03,0
5580,CANDIDATE,CANDIDATE,1.03,1
5948,FALSE POSITIVE,FALSE POSITIVE,1.03,0
6191,CANDIDATE,CANDIDATE,1.03,1
6907,NOT DISPOSITIONED,NOT DISPOSITIONED,1.03,0
6375,NOT DISPOSITIONED,NOT DISPOSITIONED,1.033,0
5081,CANDIDATE,CANDIDATE,1.036,1
589,FALSE POSITIVE,FALSE POSITIVE,1.038,0
504,CANDIDATE,CANDIDATE,1.04,1
780,CANDIDATE,CANDIDATE,1.04,1
1799,CANDIDATE,CANDIDATE,1.04,1
1818,CANDIDATE,CANDIDATE,1.04,1
2436,CANDIDATE,CONFIRMED,1.04,1
2765,CANDIDATE,CANDIDATE,1.04,1
3007,CANDIDATE,CONFIRMED,1.04,1
3540,FALSE POSITIVE,FALSE POSITIVE,1.04,0
4376,CANDIDATE,CANDIDATE,1.04,1
5276,CANDIDATE,CANDIDATE,1.04,1
5500,FALSE POSITIVE,FALSE POSITIVE,1.04,0
6558,NOT DISPOSITIONED,NOT DISPOSITIONED,1.04,0
6746,NOT DISPOSITIONED,NOT DISPOSITIONED,1.04,0
197,CANDIDATE,CANDIDATE,1.041,1
6133,FALSE POSITIVE,FALSE POSITIVE,1.045,0
4965,CANDIDATE,CONFIRMED,1.046,1
460,FALSE POSITIVE,FALSE POSITIVE,1.048,0
4804,CANDIDATE,CANDIDATE,1.048,1
591,FALSE POSITIVE,FALSE POSITIVE,1.05,0
1382,CANDIDATE,CANDIDATE,1.05,1
1743,CANDIDATE,CANDIDATE,1.05,1
1776,CANDIDATE,CANDIDATE,1.05,1
1808,CANDIDATE,CANDIDATE,1.05,1
2055,CANDIDATE,CANDIDATE,1.05,1
2150,FALSE POSITIVE,FALSE POSITIVE,1.05,0
2467,CANDIDATE,CANDIDATE,1.05,1
2636,FALSE POSITIVE,FALSE POSITIVE,1.05,0
2725,CANDIDATE,CANDIDATE,1.05,1
3316,FALSE POSITIVE,FALSE POSITIVE,1.05,0
3327,CANDIDATE,CANDIDATE,1.05,1
3643,FALSE POSITIVE,FALSE POSITIVE,1.05,0
4025,CANDIDATE,CANDIDATE,1.05,1
4082,CANDIDATE,CANDIDATE,1.05,1
4235,CANDIDATE,CANDIDATE,1.05,1
5538,CANDIDATE,CANDIDATE,1.05,1
5563,CANDIDATE,CANDIDATE,1.05,1
6352,FALSE POSITIVE,FALSE POSITIVE,1.05,0
6524,CANDIDATE,CANDIDATE,1.05,1
3907,CANDIDATE,CANDIDATE,1.058,1
6917,NOT DISPOSITIONED,NOT DISPOSITIONED,1.059,0
721,FALSE POSITIVE,FALSE POSITIVE,1.06,0
839,CANDIDATE,CANDIDATE,1.06,1
930,CANDIDATE,CANDIDATE,1.06,1
1380,FALSE POSITIVE,FALSE POSITIVE,1.06,0
1426,CANDIDATE,CANDIDATE,1.06,1
1854,FALSE POSITIVE,FALSE POSITIVE,1.06,0
2622,CANDIDATE,CONFIRMED,1.06,1
2819,CANDIDATE,CANDIDATE,1.06,1
3367,CANDIDATE,CANDIDATE,1.06,1
3470,FALSE POSITIVE,FALSE POSITIVE,1.06,0
3484,CANDIDATE,CANDIDATE,1.06,1
3547,FALSE POSITIVE,FALSE POSITIVE,1.06,0
4079,FALSE POSITIVE,FALSE POSITIVE,1.06,0
7271,NOT DISPOSITIONED,NOT DISPOSITIONED,1.06,0
5243,CANDIDATE,CANDIDATE,1.061,1
6631,NOT DISPOSITIONED,NOT DISPOSITIONED,1.064,0
92,FALSE POSITIVE,FALSE POSITIVE,1.068,0
5225,CANDIDATE,CONFIRMED,1.069,1
760,CANDIDATE,CANDIDATE,1.07,1
1734,CANDIDATE,CANDIDATE,1.07,1
1998,FALSE POSITIVE,FALSE POSITIVE,1.07,0
2591,CANDIDATE,CONFIRMED,1.07,1
2612,CANDIDATE,CANDIDATE,1.07,1
2663,CANDIDATE,CANDIDATE,1.07,1
2882,CANDIDATE,CANDIDATE,1.07,1
3270,FALSE POSITIVE,FALSE POSITIVE,1.07,0
3964,CANDIDATE,CANDIDATE,1.07,1
3977,CANDIDATE,CANDIDATE,1.07,1
4246,CANDIDATE,CANDIDATE,1.07,1
4582,CANDIDATE,CANDIDATE,1.07,1
5221,FALSE POSITIVE,FALSE POSITIVE,1.071,0
5159,FALSE POSITIVE,FALSE POSITIVE,1.078,0
4207,CANDIDATE,CANDIDATE,1.079,1
39,CANDIDATE,CANDIDATE,1.08,1
521,CANDIDATE,CONFIRMED,1.08,1
1657,CANDIDATE,CANDIDATE,1.08,1
1822,CANDIDATE,CANDIDATE,1.08,1
2476,FALSE POSITIVE,FALSE POSITIVE,1.08,0
2687,CANDIDATE,CONFIRMED,1.08,1
3187,CANDIDATE,CONFIRMED,1.08,1
3377,CANDIDATE,CANDIDATE,1.08,1
3812,FALSE POSITIVE,FALSE POSITIVE,1.08,0
3861,FALSE POSITIVE,FALSE POSITIVE,1.08,0
4014,FALSE POSITIVE,FALSE POSITIVE,1.08,0
4151,CANDIDATE,CANDIDATE,1.08,1
4707,CANDIDATE,CANDIDATE,1.08,1
5529,CANDIDATE,CANDIDATE,1.08,1
6214,FALSE POSITIVE,FALSE POSITIVE,1.08,0
5464,FALSE POSITIVE,FALSE POSITIVE,1.0839,0
158,FALSE POSITIVE,FALSE POSITIVE,1.084,0
577,FALSE POSITIVE,FALSE POSITIVE,1.084,0
201,FALSE POSITIVE,FALSE POSITIVE,1.087,0
4305,CANDIDATE,CANDIDATE,1.088,1
837,CANDIDATE,CANDIDATE,1.09,1
1396,CANDIDATE,CANDIDATE,1.09,1
2118,CANDIDATE,CANDIDATE,1.09,1
2799,FALSE POSITIVE,FALSE POSITIVE,1.09,0
2825,CANDIDATE,CANDIDATE,1.09,1
3045,CANDIDATE,CANDIDATE,1.09,1
3138,CANDIDATE,CANDIDATE,1.09,1
3268,CANDIDATE,CONFIRMED,1.09,1
3412,CANDIDATE,CANDIDATE,1.09,1
3602,CANDIDATE,CANDIDATE,1.09,1
3933,CANDIDATE,CANDIDATE,1.09,1
4340,CANDIDATE,CANDIDATE,1.09,1
5861,CANDIDATE,CANDIDATE,1.09,1
5973,CANDIDATE,CANDIDATE,1.09,1
6530,FALSE POSITIVE,FALSE POSITIVE,1.09,0
6644,NOT DISPOSITIONED,NOT DISPOSITIONED,1.09,0
6796,NOT DISPOSITIONED,NOT DISPOSITIONED,1.09,0
6972,NOT DISPOSITIONED,NOT DISPOSITIONED,1.09,0
7244,NOT DISPOSITIONED,NOT DISPOSITIONED,1.092,0
4904,CANDIDATE,CANDIDATE,1.094,1
95,CANDIDATE,CANDIDATE,1.095,1
4417,CANDIDATE,CANDIDATE,1.097,1
7034,NOT DISPOSITIONED,NOT DISPOSITIONED,1.098,0
4310,FALSE POSITIVE,FALSE POSITIVE,1.0984,0
5106,FALSE POSITIVE,FALSE POSITIVE,1.099,0
31,FALSE POSITIVE,FALSE POSITIVE,1.1,0
499,CANDIDATE,CONFIRMED,1.1,1
603,FALSE POSITIVE,FALSE POSITIVE,1.1,0
1031,CANDIDATE,CANDIDATE,1.1,1
1265,CANDIDATE,CANDIDATE,1.1,1
1329,CANDIDATE,CANDIDATE,1.1,1
1830,CANDIDATE,CANDIDATE,1.1,1
1938,CANDIDATE,CANDIDATE,1.1,1
2686,CANDIDATE,CONFIRMED,1.1,1
2867,CANDIDATE,CANDIDATE,1.1,1
3433,CANDIDATE,CANDIDATE,1.1,1
3598,CANDIDATE,CANDIDATE,1.1,1
3976,CANDIDATE,CANDIDATE,1.1,1
4012,CANDIDATE,CANDIDATE,1.1,1
4249,FALSE POSITIVE,FALSE POSITIVE,1.1,0
4251,FALSE POSITIVE,FALSE POSITIVE,1.1,0
4261,CANDIDATE,CANDIDATE,1.1,1
4356,CANDIDATE,CANDIDATE,1.1,1
4403,FALSE POSITIVE,FALSE POSITIVE,1.1,0
4728,FALSE POSITIVE,FALSE POSITIVE,1.1,0
4805,CANDIDATE,CANDIDATE,1.1,1
4811,FALSE POSITIVE,FALSE POSITIVE,1.1,0
4936,CANDIDATE,CANDIDATE,1.1,1
5148,CANDIDATE,CANDIDATE,1.1,1
5180,CANDIDATE,CANDIDATE,1.1,1
5634,FALSE POSITIVE,FALSE POSITIVE,1.1,0
6097,NOT DISPOSITIONED,NOT DISPOSITIONED,1.1,0
6316,NOT DISPOSITIONED,NOT DISPOSITIONED,1.1,0
6756,FALSE POSITIVE,FALSE POSITIVE,1.1,0
123,FALSE POSITIVE,FALSE POSITIVE,1.101,0
4107,CANDIDATE,CANDIDATE,1.101,1
4431,FALSE POSITIVE,FALSE POSITIVE,1.101,0
7222,NOT DISPOSITIONED,NOT DISPOSITIONED,1.101,0
170,FALSE POSITIVE,FALSE POSITIVE,1.103,0
205,FALSE POSITIVE,FALSE POSITIVE,1.104,0
5836,NOT DISPOSITIONED,NOT DISPOSITIONED,1.104,0
4452,CANDIDATE,CANDIDATE,1.106,1
529,FALSE POSITIVE,FALSE POSITIVE,1.108,0
7067,NOT DISPOSITIONED,NOT DISPOSITIONED,1.108,0
1243,CANDIDATE,CONFIRMED,1.11,1
1308,CANDIDATE,CONFIRMED,1.11,1
1384,FALSE POSITIVE,FALSE POSITIVE,1.11,0
1682,CANDIDATE,CANDIDATE,1.11,1
1688,FALSE POSITIVE,FALSE POSITIVE,1.11,0
1755,FALSE POSITIVE,FALSE POSITIVE,1.11,0
1827,FALSE POSITIVE,FALSE POSITIVE,1.11,0
1879,CANDIDATE,CONFIRMED,1.11,1
1984,FALSE POSITIVE,FALSE POSITIVE,1.11,0
2068,FALSE POSITIVE,FALSE POSITIVE,1.11,0
2229,CANDIDATE,CANDIDATE,1.11,1
2379,CANDIDATE,CANDIDATE,1.11,1
2634,CANDIDATE,CONFIRMED,1.11,1
2804,CANDIDATE,CONFIRMED,1.11,1
3312,CANDIDATE,CANDIDATE,1.11,1
3373,CANDIDATE,CANDIDATE,1.11,1
3732,CANDIDATE,CONFIRMED,1.11,1
3874,CANDIDATE,CANDIDATE,1.11,1
3900,FALSE POSITIVE,FALSE POSITIVE,1.11,0
4223,CANDIDATE,CANDIDATE,1.11,1
