rowid,koi_pdisposition,koi_disposition,koi_prad,
876,CANDIDATE,CANDIDATE,4.73,1
5298,CANDIDATE,CANDIDATE,4.73,1
5311,FALSE POSITIVE,FALSE POSITIVE,4.73,0
6705,NOT DISPOSITIONED,NOT DISPOSITIONED,4.73,0
6773,NOT DISPOSITIONED,NOT DISPOSITIONED,4.734,0
5294,FALSE POSITIVE,FALSE POSITIVE,4.7431,0
5227,FALSE POSITIVE,FALSE POSITIVE,4.747,0
1582,CANDIDATE,CONFIRMED,4.75,1
5184,FALSE POSITIVE,FALSE POSITIVE,4.76,0
2449,CANDIDATE,CANDIDATE,4.77,1
7134,FALSE POSITIVE,FALSE POSITIVE,4.78,0
282,CANDIDATE,CONFIRMED,4.8,1
711,FALSE POSITIVE,FALSE POSITIVE,4.8,0
740,CANDIDATE,CANDIDATE,4.8,1
862,FALSE POSITIVE,FALSE POSITIVE,4.8,0
1576,CANDIDATE,CONFIRMED,4.8,1
1581,CANDIDATE,CANDIDATE,4.8,1
2233,CANDIDATE,CANDIDATE,4.8,1
2360,CANDIDATE,CANDIDATE,4.8,1
2998,CANDIDATE,CANDIDATE,4.8,1
3752,FALSE POSITIVE,FALSE POSITIVE,4.8,0
5405,FALSE POSITIVE,FALSE POSITIVE,4.8,0
5651,FALSE POSITIVE,FALSE POSITIVE,4.8,0
6019,NOT DISPOSITIONED,NOT DISPOSITIONED,4.8,0
6395,FALSE POSITIVE,FALSE POSITIVE,4.8,0
7045,NOT DISPOSITIONED,NOT DISPOSITIONED,4.8,0
7194,NOT DISPOSITIONED,NOT DISPOSITIONED,4.8,0
5413,FALSE POSITIVE,FALSE POSITIVE,4.8094,0
858,FALSE POSITIVE,FALSE POSITIVE,4.81,0
6721,CANDIDATE,CANDIDATE,4.84,1
4269,CANDIDATE,CANDIDATE,4.849,1
338,FALSE POSITIVE,FALSE POSITIVE,4.87,0
6164,NOT DISPOSITIONED,NOT DISPOSITIONED,4.87,0
6694,FALSE POSITIVE,FALSE POSITIVE,4.89,0
5215,FALSE POSITIVE,FALSE POSITIVE,4.893,0
800,CANDIDATE,CONFIRMED,4.9,1
1011,FALSE POSITIVE,FALSE POSITIVE,4.9,0
1457,FALSE POSITIVE,FALSE POSITIVE,4.9,0
3174,FALSE POSITIVE,FALSE POSITIVE,4.9,0
5475,FALSE POSITIVE,FALSE POSITIVE,4.9,0
6747,NOT DISPOSITIONED,NOT DISPOSITIONED,4.9,0
2344,FALSE POSITIVE,FALSE POSITIVE,4.91,0
6716,NOT DISPOSITIONED,NOT DISPOSITIONED,4.93,0
5305,FALSE POSITIVE,FALSE POSITIVE,4.93626,0
96,FALSE POSITIVE,FALSE POSITIVE,4.94,0
4059,FALSE POSITIVE,FALSE POSITIVE,4.96,0
4933,FALSE POSITIVE,FALSE POSITIVE,4.962,0
6577,NOT DISPOSITIONED,NOT DISPOSITIONED,4.964,0
6681,NOT DISPOSITIONED,NOT DISPOSITIONED,4.967,0
3340,CANDIDATE,CANDIDATE,4.98,1
486,FALSE POSITIVE,FALSE POSITIVE,4.99,0
324,FALSE POSITIVE,FALSE POSITIVE,5,0
1414,CANDIDATE,CANDIDATE,5,1
2096,CANDIDATE,CANDIDATE,5,1
2275,FALSE POSITIVE,FALSE POSITIVE,5,0
2278,CANDIDATE,CONFIRMED,5,1
2664,CANDIDATE,CANDIDATE,5,1
2786,CANDIDATE,CANDIDATE,5,1
2958,CANDIDATE,CANDIDATE,5,1
3356,CANDIDATE,CANDIDATE,5,1
3759,FALSE POSITIVE,FALSE POSITIVE,5,0
4399,CANDIDATE,CANDIDATE,5,1
4896,CANDIDATE,CANDIDATE,5,1
6134,FALSE POSITIVE,FALSE POSITIVE,5,0
3925,CANDIDATE,CANDIDATE,5.03,1
2936,CANDIDATE,CANDIDATE,5.04,1
7025,NOT DISPOSITIONED,NOT DISPOSITIONED,5.04,0
5799,CANDIDATE,CANDIDATE,5.09,1
6505,NOT DISPOSITIONED,NOT DISPOSITIONED,5.09,0
1491,CANDIDATE,CANDIDATE,5.1,1
2263,CANDIDATE,CANDIDATE,5.1,1
2927,CANDIDATE,CANDIDATE,5.1,1
2952,FALSE POSITIVE,FALSE POSITIVE,5.1,0
3000,CANDIDATE,CANDIDATE,5.1,1
3795,FALSE POSITIVE,FALSE POSITIVE,5.1,0
7026,NOT DISPOSITIONED,NOT DISPOSITIONED,5.1,0
6368,CANDIDATE,CANDIDATE,5.105,1
228,CANDIDATE,CANDIDATE,5.12,1
3395,FALSE POSITIVE,FALSE POSITIVE,5.12,0
204,FALSE POSITIVE,FALSE POSITIVE,5.19,0
1851,FALSE POSITIVE,FALSE POSITIVE,5.19,0
3108,CANDIDATE,CANDIDATE,5.19,1
6744,CANDIDATE,CANDIDATE,5.19,1
669,FALSE POSITIVE,FALSE POSITIVE,5.2,0
684,CANDIDATE,CANDIDATE,5.2,1
1341,CANDIDATE,CANDIDATE,5.2,1
1715,CANDIDATE,CONFIRMED,5.2,1
2282,CANDIDATE,CANDIDATE,5.2,1
2495,FALSE POSITIVE,FALSE POSITIVE,5.2,0
2619,FALSE POSITIVE,FALSE POSITIVE,5.2,0
2897,FALSE POSITIVE,FALSE POSITIVE,5.2,0
2956,FALSE POSITIVE,FALSE POSITIVE,5.2,0
5481,CANDIDATE,CANDIDATE,5.2,1
5615,FALSE POSITIVE,FALSE POSITIVE,5.2,0
5910,NOT DISPOSITIONED,NOT DISPOSITIONED,5.2,0
6045,CANDIDATE,CANDIDATE,5.2,1
6805,NOT DISPOSITIONED,NOT DISPOSITIONED,5.2,0
5172,FALSE POSITIVE,FALSE POSITIVE,5.21,0
6818,FALSE POSITIVE,FALSE POSITIVE,5.21,0
1028,CANDIDATE,CANDIDATE,5.26,1
7099,NOT DISPOSITIONED,NOT DISPOSITIONED,5.26,0
149,CANDIDATE,CONFIRMED,5.3,1
477,FALSE POSITIVE,FALSE POSITIVE,5.3,0
701,FALSE POSITIVE,FALSE POSITIVE,5.3,0
817,FALSE POSITIVE,FALSE POSITIVE,5.3,0
988,CANDIDATE,CANDIDATE,5.3,1
1178,CANDIDATE,CONFIRMED,5.3,1
2209,CANDIDATE,CONFIRMED,5.3,1
3400,FALSE POSITIVE,FALSE POSITIVE,5.3,0
6169,CANDIDATE,CANDIDATE,5.3,1
4338,CANDIDATE,CANDIDATE,5.31,1
6481,NOT DISPOSITIONED,NOT DISPOSITIONED,5.368,0
5177,FALSE POSITIVE,FALSE POSITIVE,5.378,0
1369,FALSE POSITIVE,FALSE POSITIVE,5.39,0
162,FALSE POSITIVE,FALSE POSITIVE,5.4,0
540,CANDIDATE,CANDIDATE,5.4,1
545,CANDIDATE,CANDIDATE,5.4,1
1213,FALSE POSITIVE,FALSE POSITIVE,5.4,0
1674,CANDIDATE,CANDIDATE,5.4,1
2098,CANDIDATE,CANDIDATE,5.4,1
2597,CANDIDATE,CONFIRMED,5.4,1
3118,FALSE POSITIVE,FALSE POSITIVE,5.4,0
3722,FALSE POSITIVE,FALSE POSITIVE,5.4,0
5774,FALSE POSITIVE,FALSE POSITIVE,5.4,0
6636,NOT DISPOSITIONED,NOT DISPOSITIONED,5.41,0
253,CANDIDATE,CANDIDATE,5.43,1
849,CANDIDATE,CANDIDATE,5.43,1
7071,NOT DISPOSITIONED,NOT DISPOSITIONED,5.43,0
5273,CANDIDATE,CANDIDATE,5.467,1
4332,CANDIDATE,CANDIDATE,5.46924,1
146,FALSE POSITIVE,FALSE POSITIVE,5.48,0
5142,FALSE POSITIVE,FALSE POSITIVE,5.48,0
7002,NOT DISPOSITIONED,NOT DISPOSITIONED,5.48,0
358,CANDIDATE,CANDIDATE,5.5,1
366,CANDIDATE,CANDIDATE,5.5,1
2426,CANDIDATE,CANDIDATE,5.5,1
2657,CANDIDATE,CANDIDATE,5.5,1
3110,FALSE POSITIVE,FALSE POSITIVE,5.5,0
3797,CANDIDATE,CONFIRMED,5.5,1
1311,CANDIDATE,CANDIDATE,5.51,1
4311,FALSE POSITIVE,FALSE POSITIVE,5.52,0
6553,NOT DISPOSITIONED,NOT DISPOSITIONED,5.53,0
5450,CANDIDATE,CANDIDATE,5.536,1
5456,CANDIDATE,CANDIDATE,5.5431,1
4686,FALSE POSITIVE,FALSE POSITIVE,5.5511,0
5453,FALSE POSITIVE,FALSE POSITIVE,5.5612,0
5842,NOT DISPOSITIONED,NOT DISPOSITIONED,5.57,0
496,CANDIDATE,CONFIRMED,5.6,1
1852,CANDIDATE,CANDIDATE,5.6,1
2297,CANDIDATE,CONFIRMED,5.6,1
4287,FALSE POSITIVE,FALSE POSITIVE,5.6,0
5635,FALSE POSITIVE,FALSE POSITIVE,5.6,0
7111,NOT DISPOSITIONED,NOT DISPOSITIONED,5.6,0
6695,NOT DISPOSITIONED,NOT DISPOSITIONED,5.60697,0
7092,NOT DISPOSITIONED,NOT DISPOSITIONED,5.62,0
5037,CANDIDATE,CANDIDATE,5.63,1
6070,NOT DISPOSITIONED,NOT DISPOSITIONED,5.653,0
3112,CANDIDATE,CANDIDATE,5.66,1
6400,NOT DISPOSITIONED,NOT DISPOSITIONED,5.69,0
1177,CANDIDATE,CONFIRMED,5.7,1
1187,FALSE POSITIVE,FALSE POSITIVE,5.7,0
2191,CANDIDATE,CANDIDATE,5.7,1
2365,CANDIDATE,CANDIDATE,5.7,1
3719,CANDIDATE,CANDIDATE,5.7,1
6008,FALSE POSITIVE,FALSE POSITIVE,5.7,0
7193,NOT DISPOSITIONED,NOT DISPOSITIONED,5.7,0
6533,NOT DISPOSITIONED,NOT DISPOSITIONED,5.71,0
520,CANDIDATE,CONFIRMED,5.72,1
3289,CANDIDATE,CANDIDATE,5.73,1
6210,NOT DISPOSITIONED,NOT DISPOSITIONED,5.736,0
1702,CANDIDATE,CONFIRMED,5.74,1
5082,CANDIDATE,CANDIDATE,5.74,1
5391,FALSE POSITIVE,FALSE POSITIVE,5.76,0
1061,CANDIDATE,CANDIDATE,5.8,1
1115,CANDIDATE,CANDIDATE,5.8,1
1214,CANDIDATE,CANDIDATE,5.8,1
1555,CANDIDATE,CANDIDATE,5.8,1
2277,CANDIDATE,CONFIRMED,5.8,1
2557,FALSE POSITIVE,FALSE POSITIVE,5.8,0
2578,CANDIDATE,CANDIDATE,5.8,1
3208,CANDIDATE,CANDIDATE,5.8,1
6775,NOT DISPOSITIONED,NOT DISPOSITIONED,5.8,0
3451,FALSE POSITIVE,FALSE POSITIVE,5.85,0
5324,FALSE POSITIVE,FALSE POSITIVE,5.8765,0
526,CANDIDATE,CANDIDATE,5.9,1
654,FALSE POSITIVE,FALSE POSITIVE,5.9,0
2961,CANDIDATE,CANDIDATE,5.9,1
3030,CANDIDATE,CONFIRMED,5.9,1
3442,FALSE POSITIVE,FALSE POSITIVE,5.9,0
5249,FALSE POSITIVE,FALSE POSITIVE,5.9,0
5609,CANDIDATE,CANDIDATE,5.9,1
6776,CANDIDATE,CANDIDATE,5.97,1
702,FALSE POSITIVE,FALSE POSITIVE,6,0
1449,CANDIDATE,CANDIDATE,6,1
1783,CANDIDATE,CANDIDATE,6,1
1833,CANDIDATE,CANDIDATE,6,1
3762,CANDIDATE,CANDIDATE,6,1
4159,FALSE POSITIVE,FALSE POSITIVE,6,0
4409,CANDIDATE,CANDIDATE,6,1
1638,CANDIDATE,CONFIRMED,6.01,1
407,FALSE POSITIVE,FALSE POSITIVE,6.04,0
3190,CANDIDATE,CONFIRMED,6.04,1
6331,FALSE POSITIVE,FALSE POSITIVE,6.04,0
5271,FALSE POSITIVE,FALSE POSITIVE,6.092,0
963,CANDIDATE,CANDIDATE,6.1,1
999,CANDIDATE,CANDIDATE,6.1,1
1432,CANDIDATE,CANDIDATE,6.1,1
1460,CANDIDATE,CONFIRMED,6.1,1
1516,FALSE POSITIVE,FALSE POSITIVE,6.1,0
1945,CANDIDATE,CONFIRMED,6.1,1
6014,NOT DISPOSITIONED,NOT DISPOSITIONED,6.1,0
6752,NOT DISPOSITIONED,NOT DISPOSITIONED,6.1,0
4905,CANDIDATE,CANDIDATE,6.11,1
7113,NOT DISPOSITIONED,NOT DISPOSITIONED,6.11,0
6988,NOT DISPOSITIONED,NOT DISPOSITIONED,6.166,0
4443,FALSE POSITIVE,FALSE POSITIVE,6.19,0
4154,CANDIDATE,CANDIDATE,6.19038,1
1557,CANDIDATE,CONFIRMED,6.2,1
1590,CANDIDATE,CANDIDATE,6.2,1
2276,CANDIDATE,CANDIDATE,6.2,1
2293,CANDIDATE,CANDIDATE,6.2,1
5304,FALSE POSITIVE,FALSE POSITIVE,6.2,0
6297,CANDIDATE,CANDIDATE,6.2,1
6846,FALSE POSITIVE,FALSE POSITIVE,6.22,0
5989,NOT DISPOSITIONED,NOT DISPOSITIONED,6.228,0
5296,CANDIDATE,CANDIDATE,6.236,1
7189,NOT DISPOSITIONED,NOT DISPOSITIONED,6.25,0
274,CANDIDATE,CANDIDATE,6.263,1
2283,CANDIDATE,CANDIDATE,6.28,1
5350,FALSE POSITIVE,FALSE POSITIVE,6.298,0
863,FALSE POSITIVE,FALSE POSITIVE,6.3,0
2809,CANDIDATE,CANDIDATE,6.3,1
3629,CANDIDATE,CANDIDATE,6.3,1
5847,NOT DISPOSITIONED,NOT DISPOSITIONED,6.3,0
5395,CANDIDATE,CANDIDATE,6.306,1
2339,CANDIDATE,CONFIRMED,6.31,1
3345,CANDIDATE,CONFIRMED,6.31,1
1550,FALSE POSITIVE,FALSE POSITIVE,6.36,0
3734,FALSE POSITIVE,FALSE POSITIVE,6.36,0
5156,CANDIDATE,CANDIDATE,6.367,1
6554,NOT DISPOSITIONED,NOT DISPOSITIONED,6.37,0
215,FALSE POSITIVE,FALSE POSITIVE,6.4,0
416,FALSE POSITIVE,FALSE POSITIVE,6.4,0
1208,CANDIDATE,CANDIDATE,6.4,1
1316,FALSE POSITIVE,FALSE POSITIVE,6.4,0
1791,CANDIDATE,CANDIDATE,6.4,1
3840,FALSE POSITIVE,FALSE POSITIVE,6.4,0
6451,NOT DISPOSITIONED,NOT DISPOSITIONED,6.45,0
5165,FALSE POSITIVE,FALSE POSITIVE,6.46,0
5845,NOT DISPOSITIONED,NOT DISPOSITIONED,6.46,0
5150,FALSE POSITIVE,FALSE POSITIVE,6.48,0
6807,NOT DISPOSITIONED,NOT DISPOSITIONED,6.483,0
2272,CANDIDATE,CANDIDATE,6.5,1
2954,CANDIDATE,CANDIDATE,6.5,1
5598,FALSE POSITIVE,FALSE POSITIVE,6.5,0
6445,CANDIDATE,CANDIDATE,6.5,1
2395,CANDIDATE,CONFIRMED,6.51,1
5797,NOT DISPOSITIONED,NOT DISPOSITIONED,6.51,0
1592,CANDIDATE,CANDIDATE,6.6,1
3032,CANDIDATE,CANDIDATE,6.6,1
3564,CANDIDATE,CANDIDATE,6.6,1
5366,FALSE POSITIVE,FALSE POSITIVE,6.6,0
6338,NOT DISPOSITIONED,NOT DISPOSITIONED,6.605,0
5457,FALSE POSITIVE,FALSE POSITIVE,6.63,0
2286,CANDIDATE,CANDIDATE,6.7,1
2466,FALSE POSITIVE,FALSE POSITIVE,6.7,0
43,FALSE POSITIVE,FALSE POSITIVE,6.73,0
2963,CANDIDATE,CONFIRMED,6.73,1
5998,NOT DISPOSITIONED,NOT DISPOSITIONED,6.74,0
4648,FALSE POSITIVE,FALSE POSITIVE,6.75,0
5234,FALSE POSITIVE,FALSE POSITIVE,6.75,0
5288,CANDIDATE,CANDIDATE,6.7601,1
1479,CANDIDATE,CANDIDATE,6.78,1
4990,FALSE POSITIVE,FALSE POSITIVE,6.789,0
1138,FALSE POSITIVE,FALSE POSITIVE,6.8,0
1212,FALSE POSITIVE,FALSE POSITIVE,6.8,0
1570,FALSE POSITIVE,FALSE POSITIVE,6.8,0
3280,CANDIDATE,CONFIRMED,6.8,1
3575,CANDIDATE,CANDIDATE,6.8,1
3817,CANDIDATE,CANDIDATE,6.8,1
573,FALSE POSITIVE,FALSE POSITIVE,6.9,0
779,FALSE POSITIVE,FALSE POSITIVE,6.9,0
2596,CANDIDATE,CANDIDATE,6.9,1
5483,FALSE POSITIVE,FALSE POSITIVE,6.9,0
6111,CANDIDATE,CANDIDATE,6.9,1
6159,NOT DISPOSITIONED,NOT DISPOSITIONED,6.9,0
6766,FALSE POSITIVE,FALSE POSITIVE,6.9,0
5452,FALSE POSITIVE,FALSE POSITIVE,6.91,0
6487,NOT DISPOSITIONED,NOT DISPOSITIONED,6.91,0
4723,CANDIDATE,CANDIDATE,6.94,1
5435,FALSE POSITIVE,FALSE POSITIVE,6.948,0
5433,CANDIDATE,CANDIDATE,6.976,1
805,CANDIDATE,CANDIDATE,7,1
950,FALSE POSITIVE,FALSE POSITIVE,7,0
964,CANDIDATE,CANDIDATE,7,1
1005,FALSE POSITIVE,FALSE POSITIVE,7,0
1618,CANDIDATE,CANDIDATE,7,1
3666,CANDIDATE,CONFIRMED,7,1
4703,CANDIDATE,CANDIDATE,7,1
5672,FALSE POSITIVE,FALSE POSITIVE,7,0
5183,FALSE POSITIVE,FALSE POSITIVE,7.03,0
5543,CANDIDATE,CANDIDATE,7.05,1
5295,CANDIDATE,CANDIDATE,7.067,1
6468,NOT DISPOSITIONED,NOT DISPOSITIONED,7.067,0
397,CANDIDATE,CANDIDATE,7.1,1
799,CANDIDATE,CANDIDATE,7.1,1
1870,CANDIDATE,CANDIDATE,7.1,1
2660,CANDIDATE,CONFIRMED,7.1,1
3353,CANDIDATE,CONFIRMED,7.1,1
5147,CANDIDATE,CANDIDATE,7.1,1
6350,NOT DISPOSITIONED,NOT DISPOSITIONED,7.1,0
322,FALSE POSITIVE,FALSE POSITIVE,7.13,0
5336,CANDIDATE,CANDIDATE,7.13,1
5323,FALSE POSITIVE,FALSE POSITIVE,7.145,0
7091,NOT DISPOSITIONED,NOT DISPOSITIONED,7.15,0
6779,NOT DISPOSITIONED,NOT DISPOSITIONED,7.163,0
5240,FALSE POSITIVE,FALSE POSITIVE,7.17,0
116,CANDIDATE,CONFIRMED,7.2,1
677,FALSE POSITIVE,FALSE POSITIVE,7.2,0
797,CANDIDATE,CANDIDATE,7.2,1
2969,CANDIDATE,CANDIDATE,7.2,1
5356,CANDIDATE,CANDIDATE,7.209,1
5683,FALSE POSITIVE,FALSE POSITIVE,7.21,0
55,FALSE POSITIVE,FALSE POSITIVE,7.222,0
4024,FALSE POSITIVE,FALSE POSITIVE,7.222,0
3506,CANDIDATE,CONFIRMED,7.23,1
6649,NOT DISPOSITIONED,NOT DISPOSITIONED,7.24,0
6542,CANDIDATE,CANDIDATE,7.266,1
1012,FALSE POSITIVE,FALSE POSITIVE,7.3,0
1056,CANDIDATE,CANDIDATE,7.3,1
1398,CANDIDATE,CANDIDATE,7.3,1
2266,CANDIDATE,CANDIDATE,7.3,1
2353,CANDIDATE,CANDIDATE,7.3,1
3027,CANDIDATE,CONFIRMED,7.3,1
3928,FALSE POSITIVE,FALSE POSITIVE,7.3,0
5983,NOT DISPOSITIONED,NOT DISPOSITIONED,7.3,0
3507,CANDIDATE,CONFIRMED,7.31,1
4794,FALSE POSITIVE,FALSE POSITIVE,7.31,0
3238,CANDIDATE,CONFIRMED,7.32,1
522,CANDIDATE,CONFIRMED,7.34,1
712,CANDIDATE,CONFIRMED,7.34,1
5875,CANDIDATE,CANDIDATE,7.39,1
331,FALSE POSITIVE,FALSE POSITIVE,7.4,0
895,CANDIDATE,CANDIDATE,7.4,1
1418,CANDIDATE,CANDIDATE,7.4,1
5946,NOT DISPOSITIONED,NOT DISPOSITIONED,7.4,0
6370,FALSE POSITIVE,FALSE POSITIVE,7.41,0
3109,CANDIDATE,CANDIDATE,7.5,1
5625,FALSE POSITIVE,FALSE POSITIVE,7.5,0
6920,FALSE POSITIVE,FALSE POSITIVE,7.5,0
4610,FALSE POSITIVE,FALSE POSITIVE,7.5001,0
6254,NOT DISPOSITIONED,NOT DISPOSITIONED,7.57,0
1445,FALSE POSITIVE,FALSE POSITIVE,7.6,0
1593,CANDIDATE,CANDIDATE,7.6,1
1937,CANDIDATE,CANDIDATE,7.6,1
3401,FALSE POSITIVE,FALSE POSITIVE,7.6,0
5470,FALSE POSITIVE,FALSE POSITIVE,7.6,0
5920,NOT DISPOSITIONED,NOT DISPOSITIONED,7.6,0
6047,NOT DISPOSITIONED,NOT DISPOSITIONED,7.6,0
5992,NOT DISPOSITIONED,NOT DISPOSITIONED,7.667,0
448,CANDIDATE,CANDIDATE,7.7,1
519,FALSE POSITIVE,FALSE POSITIVE,7.7,0
688,CANDIDATE,CONFIRMED,7.7,1
1006,FALSE POSITIVE,FALSE POSITIVE,7.7,0
2196,CANDIDATE,CANDIDATE,7.7,1
2285,CANDIDATE,CANDIDATE,7.7,1
2671,CANDIDATE,CANDIDATE,7.7,1
3516,FALSE POSITIVE,FALSE POSITIVE,7.7,0
3524,CANDIDATE,CANDIDATE,7.7,1
5472,FALSE POSITIVE,FALSE POSITIVE,7.7,0
5205,FALSE POSITIVE,FALSE POSITIVE,7.72528,0
5410,FALSE POSITIVE,FALSE POSITIVE,7.77,0
398,FALSE POSITIVE,FALSE POSITIVE,7.8,0
814,CANDIDATE,CANDIDATE,7.8,1
5607,FALSE POSITIVE,FALSE POSITIVE,7.8,0
6719,NOT DISPOSITIONED,NOT DISPOSITIONED,7.8,0
728,CANDIDATE,CONFIRMED,7.86,1
2289,FALSE POSITIVE,FALSE POSITIVE,7.9,0
3021,CANDIDATE,CANDIDATE,7.9,1
3569,CANDIDATE,CANDIDATE,7.9,1
6078,NOT DISPOSITIONED,NOT DISPOSITIONED,7.99,0
955,CANDIDATE,CANDIDATE,8,1
1569,FALSE POSITIVE,FALSE POSITIVE,8,0
2284,CANDIDATE,CANDIDATE,8,1
2425,FALSE POSITIVE,FALSE POSITIVE,8,0
2957,CANDIDATE,CANDIDATE,8,1
3757,CANDIDATE,CANDIDATE,8,1
5560,FALSE POSITIVE,FALSE POSITIVE,8,0
6157,NOT DISPOSITIONED,NOT DISPOSITIONED,8,0
6082,FALSE POSITIVE,FALSE POSITIVE,8.03,0
6426,FALSE POSITIVE,FALSE POSITIVE,8.04,0
4801,FALSE POSITIVE,FALSE POSITIVE,8.0543,0
359,CANDIDATE,CANDIDATE,8.1,1
1433,FALSE POSITIVE,FALSE POSITIVE,8.1,0
1456,FALSE POSITIVE,FALSE POSITIVE,8.1,0
2737,CANDIDATE,CANDIDATE,8.1,1
3460,CANDIDATE,CANDIDATE,8.1,1
5712,FALSE POSITIVE,FALSE POSITIVE,8.1,0
6173,NOT DISPOSITIONED,NOT DISPOSITIONED,8.111,0
5293,FALSE POSITIVE,FALSE POSITIVE,8.1327,0
4513,FALSE POSITIVE,FALSE POSITIVE,8.14,0
4741,FALSE POSITIVE,FALSE POSITIVE,8.16,0
5233,CANDIDATE,CANDIDATE,8.18,1
186,CANDIDATE,CANDIDATE,8.2,1
214,FALSE POSITIVE,FALSE POSITIVE,8.2,0
793,FALSE POSITIVE,FALSE POSITIVE,8.2,0
1027,CANDIDATE,CANDIDATE,8.2,1
1205,CANDIDATE,CANDIDATE,8.2,1
3394,CANDIDATE,CONFIRMED,8.22,1
3393,CANDIDATE,CONFIRMED,8.28,1
184,FALSE POSITIVE,FALSE POSITIVE,8.3,0
762,CANDIDATE,CANDIDATE,8.3,1
928,FALSE POSITIVE,FALSE POSITIVE,8.3,0
2905,CANDIDATE,CANDIDATE,8.3,1
3758,FALSE POSITIVE,FALSE POSITIVE,8.3,0
5438,CANDIDATE,CANDIDATE,8.325,1
5802,NOT DISPOSITIONED,NOT DISPOSITIONED,8.35619,0
544,CANDIDATE,CANDIDATE,8.4,1
646,FALSE POSITIVE,FALSE POSITIVE,8.4,0
1199,FALSE POSITIVE,FALSE POSITIVE,8.4,0
5608,CANDIDATE,CANDIDATE,8.4,1
6652,FALSE POSITIVE,FALSE POSITIVE,8.4,0
7066,NOT DISPOSITIONED,NOT DISPOSITIONED,8.42,0
745,CANDIDATE,CANDIDATE,8.45,1
255,CANDIDATE,CANDIDATE,8.5,1
995,CANDIDATE,CANDIDATE,8.5,1
2281,CANDIDATE,CANDIDATE,8.5,1
5699,CANDIDATE,CANDIDATE,8.5,1
2207,FALSE POSITIVE,FALSE POSITIVE,8.51,0
3348,CANDIDATE,CANDIDATE,8.52,1
5027,CANDIDATE,CANDIDATE,8.5376,1
4022,FALSE POSITIVE,FALSE POSITIVE,8.55,0
6278,NOT DISPOSITIONED,NOT DISPOSITIONED,8.56,0
6563,NOT DISPOSITIONED,NOT DISPOSITIONED,8.56,0
6162,CANDIDATE,CANDIDATE,8.585,1
1268,CANDIDATE,CANDIDATE,8.6,1
2508,CANDIDATE,CONFIRMED,8.6,1
2960,FALSE POSITIVE,FALSE POSITIVE,8.6,0
5101,FALSE POSITIVE,FALSE POSITIVE,8.6,0
1412,FALSE POSITIVE,FALSE POSITIVE,8.62,0
5956,NOT DISPOSITIONED,NOT DISPOSITIONED,8.66,0
306,CANDIDATE,CANDIDATE,8.7,1
419,CANDIDATE,CANDIDATE,8.7,1
471,CANDIDATE,CANDIDATE,8.7,1
3455,FALSE POSITIVE,FALSE POSITIVE,8.7,0
4672,FALSE POSITIVE,FALSE POSITIVE,8.7075,0
2812,CANDIDATE,CONFIRMED,8.75,1
6449,NOT DISPOSITIONED,NOT DISPOSITIONED,8.76,0
1033,FALSE POSITIVE,FALSE POSITIVE,8.8,0
1598,CANDIDATE,CANDIDATE,8.8,1
2949,CANDIDATE,CANDIDATE,8.8,1
3678,CANDIDATE,CANDIDATE,8.8,1
6424,CANDIDATE,CANDIDATE,8.8,1
