pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,st_dist,st_disterr1,st_disterr2,pl_disc
NaN,NaN,NaN,0.172,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.275,0.131,-0.131,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.342,0.166,-0.166,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.217,0.059,-0.059,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.242,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.33,0.148,-0.148,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.313,0.139,-0.139,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.199,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.114,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.183,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.198,0.026,-0.026,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.14,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.178,0.015,-0.015,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.126,0.067,-0.067,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.186,0.098,-0.098,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.154,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.213,0.04,-0.04,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.274,0.051,-0.051,NaN,NaN,NaN,2014
0.534,0.226,-0.217,0.5,0.211,-0.041,NaN,NaN,NaN,2013
0.042,0.009,-0.008,0.178,0.076,-0.015,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.208,0.013,-0.013,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.224,0.037,-0.037,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.122,0.05,-0.05,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.196,0.079,-0.079,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.208,0.092,-0.092,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.229,0.099,-0.099,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.233,0.143,-0.143,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.178,0.11,-0.11,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.219,0.103,-0.103,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.178,0.087,-0.087,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.246,0.103,-0.103,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.183,0.078,-0.078,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.206,0.087,-0.087,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.229,0.016,-0.016,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.194,0.015,-0.015,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.27,0.019,-0.019,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.209,0.107,-0.107,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.134,0.068,-0.068,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.146,0.041,-0.041,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.365,0.102,-0.102,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.352,0.098,-0.098,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.269,0.032,-0.032,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.363,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.097,0.004,-0.004,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.135,0.008,-0.008,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.14,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.101,0.061,-0.061,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.203,0.117,-0.117,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.194,0.112,-0.112,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.119,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.247,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.247,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.247,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.11,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.145,0.06,-0.06,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.236,0.099,-0.099,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.283,0.116,-0.116,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.345,0.165,-0.165,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.092,-0.092,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.223,0.106,-0.106,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.138,0.055,-0.055,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.267,0.105,-0.105,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.142,0.035,-0.035,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.047,-0.047,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.221,0.056,-0.056,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.21,0.052,-0.052,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.233,0.117,-0.117,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.483,0.243,-0.243,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.442,0.221,-0.221,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.362,0.242,-0.242,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.322,0.217,-0.217,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.25,0.122,-0.122,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.241,0.117,-0.117,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.179,0.049,-0.049,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.155,0.048,-0.048,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.194,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.178,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.121,0.053,-0.053,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.146,0.061,-0.061,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.238,0.129,-0.129,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.22,0.12,-0.12,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.297,0.066,-0.066,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.252,0.052,-0.052,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.166,0.04,-0.04,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.235,0.049,-0.049,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.222,0.048,-0.048,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.231,0.049,-0.049,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.221,0.107,-0.107,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.347,0.169,-0.169,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.177,0.008,-0.008,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.19,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.203,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.227,0.042,-0.042,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.302,0.062,-0.062,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.22,0.103,-0.103,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.151,0.071,-0.071,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.179,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.158,0.033,-0.033,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.079,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.089,0.016,-0.016,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.128,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.16,0.086,-0.086,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.201,0.109,-0.109,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.134,0.077,-0.077,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.177,0.103,-0.103,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.137,0.075,-0.075,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.164,0.089,-0.089,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.209,0.04,-0.04,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.302,0.057,-0.057,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.297,0.066,-0.066,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.256,0.12,-0.12,NaN,NaN,NaN,2014
0.052,0.014,-0.011,0.259,0.113,-0.025,NaN,NaN,NaN,2013
0.051,0.016,-0.014,0.25,0.11,-0.024,NaN,NaN,NaN,2013
0.275,0.131,-0.126,0.261,0.065,-0.056,NaN,NaN,NaN,2013
0.202,0.057,-0.049,0.3,0.074,-0.064,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.363,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.32,0.038,-0.038,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.323,0.063,-0.063,NaN,NaN,NaN,2014
0.155,0.023,-0.019,0.384,0.153,-0.037,NaN,NaN,NaN,2013
0.118,0.017,-0.014,0.277,0.111,-0.027,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.129,0.062,-0.062,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.179,0.087,-0.087,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.252,0.1,-0.1,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.474,0.184,-0.184,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.09,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.107,0.026,-0.026,NaN,NaN,NaN,2014
0.192,0.113,-0.114,0.219,0.089,-0.018,NaN,NaN,NaN,2013
0.177,0.051,-0.053,0.277,0.112,-0.022,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.19,0.023,-0.023,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.162,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.2,0.087,-0.087,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.233,0.105,-0.105,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.12,0.052,-0.052,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.1,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.111,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.122,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.119,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.158,0.038,-0.038,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.208,0.095,-0.095,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.291,0.133,-0.133,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.149,0.071,-0.071,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.254,0.121,-0.121,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.238,0.113,-0.113,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.217,0.041,-0.041,NaN,NaN,NaN,2014
NaN,NaN,NaN,1.163,0.219,-0.219,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.201,0.109,-0.109,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.241,0.124,-0.124,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.193,0.084,-0.084,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.168,0.073,-0.073,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.131,0.013,-0.013,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.199,0.019,-0.019,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.238,0.031,-0.031,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.21,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.274,0.116,-0.116,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.342,0.145,-0.145,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.158,0.074,-0.074,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.242,0.113,-0.113,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.109,0.057,-0.057,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.104,0.055,-0.055,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.121,0.064,-0.064,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.084,0.006,-0.006,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.203,0.028,-0.028,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.156,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.16,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.256,0.046,-0.046,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.583,0.105,-0.105,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.175,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.172,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.223,0.018,-0.018,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.236,0.056,-0.056,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.166,0.034,-0.034,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.167,0.035,-0.035,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.149,0.068,-0.068,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.201,0.093,-0.093,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.12,0.064,-0.064,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.12,0.064,-0.064,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.156,0.084,-0.084,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.362,0.076,-0.076,NaN,NaN,NaN,2014
NaN,NaN,NaN,1.111,0.227,-0.227,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.079,0.004,-0.004,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.102,0.008,-0.008,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.255,0.019,-0.019,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.194,0.013,-0.013,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.245,0.019,-0.019,NaN,NaN,NaN,2014
0.033,0.008,-0.006,0.321,0.08,-0.032,NaN,NaN,NaN,2013
0.019,0.008,-0.007,0.294,0.073,-0.029,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.242,0.037,-0.037,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.136,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.21,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.22,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.203,0.013,-0.013,NaN,NaN,NaN,2014
0.01,0.002,-0.002,0.285,0.107,-0.041,NaN,NaN,NaN,2013
0.005,0.002,-0.001,0.25,0.094,-0.037,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.189,0.091,-0.091,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.193,0.093,-0.093,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.139,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.224,0.016,-0.016,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.106,0.05,-0.05,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.302,0.141,-0.141,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.22,0.103,-0.103,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.152,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.128,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.115,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.281,0.054,-0.054,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.226,0.028,-0.028,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.229,0.037,-0.037,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.074,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.259,0.038,-0.038,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.336,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.37,0.086,-0.086,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.095,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.103,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.186,0.086,-0.086,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.153,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.42,0.074,-0.074,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.328,0.058,-0.058,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.145,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.235,0.033,-0.033,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.204,0.031,-0.031,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.102,0.048,-0.048,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.122,0.057,-0.057,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.158,0.03,-0.03,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.207,0.04,-0.04,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.09,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.149,0.016,-0.016,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.128,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.145,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.102,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.281,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.26,0.128,-0.128,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.227,0.112,-0.112,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.249,0.124,-0.124,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.136,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.125,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.108,0.008,-0.008,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.099,0.004,-0.004,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.092,0.004,-0.004,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.154,0.009,-0.009,NaN,NaN,NaN,2014
0.09,0.041,-0.039,0.205,0.086,-0.021,NaN,NaN,NaN,2013
0.124,0.043,-0.04,0.482,0.2,-0.048,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.125,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.172,0.026,-0.026,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.12,0.047,-0.047,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.174,0.064,-0.064,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.162,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.164,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.146,0.015,-0.015,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.104,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.097,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.105,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.099,0.018,-0.018,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.1,0.019,-0.019,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.128,0.023,-0.023,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.126,0.023,-0.023,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.302,0.06,-0.06,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.274,0.059,-0.059,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.091,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.187,0.033,-0.033,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.211,0.043,-0.043,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.137,0.038,-0.038,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.183,0.051,-0.051,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.218,0.012,-0.012,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.209,0.011,-0.011,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.268,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.127,0.059,-0.059,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.103,0.046,-0.046,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.104,0.047,-0.047,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.226,0.054,-0.054,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.301,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.105,0.055,-0.055,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.152,0.077,-0.077,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.165,0.084,-0.084,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.178,0.092,-0.092,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.201,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.175,0.031,-0.031,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.222,0.043,-0.043,NaN,NaN,NaN,2014
