pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,st_dist,st_disterr1,st_disterr2,pl_disc
NaN,NaN,NaN,0.215,0.045,-0.045,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.18,0.034,-0.034,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.233,0.109,-0.109,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.263,0.123,-0.123,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.066,0.005,-0.005,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.107,0.006,-0.006,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.237,0.111,-0.111,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.274,0.13,-0.13,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.176,0.084,-0.084,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.156,0.075,-0.075,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.136,0.026,-0.026,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.119,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.17,0.064,-0.064,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.175,0.066,-0.066,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.165,0.034,-0.034,NaN,NaN,NaN,2014
0.019,0.01,-0.01,0.277,0.127,-0.054,NaN,NaN,NaN,2013
0.047,0.017,-0.015,0.25,0.114,-0.048,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.273,0.138,-0.138,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.285,0.138,-0.138,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.077,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.111,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.079,0.005,-0.005,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.123,0.006,-0.006,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.164,0.052,-0.052,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.117,0.037,-0.037,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.111,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.13,0.059,-0.059,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.242,0.109,-0.109,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.14,0.026,-0.026,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.161,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.164,0.096,-0.096,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.238,0.14,-0.14,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.306,0.182,-0.182,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.243,0.121,-0.121,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.254,0.128,-0.128,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.315,0.146,-0.146,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.384,0.178,-0.178,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.358,0.17,-0.17,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.147,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.187,0.089,-0.089,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.129,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.225,0.043,-0.043,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.079,0.034,-0.034,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.129,0.054,-0.054,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.103,0.017,-0.017,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.151,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.183,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.138,0.033,-0.033,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.037,-0.037,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.182,0.087,-0.087,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.146,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.13,0.059,-0.059,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.16,0.072,-0.072,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.116,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.107,0.014,-0.014,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.291,0.081,-0.081,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.346,0.096,-0.096,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.101,0.005,-0.005,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.126,0.005,-0.005,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.142,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.17,0.079,-0.079,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.169,0.046,-0.046,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.159,0.04,-0.04,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.121,0.053,-0.053,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.186,0.08,-0.08,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.151,0.065,-0.065,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.121,0.06,-0.06,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.111,0.055,-0.055,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.092,0.048,-0.048,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.098,0.051,-0.051,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.117,0.062,-0.062,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.129,0.045,-0.045,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.236,0.086,-0.086,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.095,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.16,0.032,-0.032,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.124,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.184,0.035,-0.035,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.067,0.013,-0.013,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.062,0.004,-0.004,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.148,0.028,-0.028,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.204,0.038,-0.038,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.106,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.113,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.088,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.1,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.056,-0.056,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.142,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.046,-0.046,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.111,0.044,-0.044,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.1,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.101,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.244,0.123,-0.123,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.271,0.139,-0.139,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.124,0.073,-0.073,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.141,0.079,-0.079,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.092,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.079,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.072,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.077,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.135,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.13,0.067,-0.067,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.073,0.006,-0.006,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.07,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.285,0.07,-0.07,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.316,0.077,-0.077,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.089,0.019,-0.019,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.098,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.115,0.022,-0.022,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.119,0.028,-0.028,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.143,0.073,-0.073,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.148,0.077,-0.077,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.092,0.007,-0.007,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.118,0.008,-0.008,NaN,NaN,NaN,2014
0.238,0.037,-0.018,0.312,0.114,-0.058,NaN,NaN,NaN,2013
0.056,0.009,-0.004,0.473,0.174,-0.088,NaN,NaN,NaN,2013
NaN,NaN,NaN,0.219,1.902,-1.902,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.551,0.05,-0.05,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.083,0.009,-0.009,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.09,0.01,-0.01,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.086,0.045,-0.045,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.128,0.069,-0.069,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.169,0.09,-0.09,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.147,0.027,-0.027,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.133,0.025,-0.025,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.153,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.192,0.036,-0.036,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.109,0.021,-0.021,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.139,0.031,-0.031,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.123,0.024,-0.024,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.13,0.026,-0.026,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.112,0.02,-0.02,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.156,0.029,-0.029,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.113,0.049,-0.049,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.153,0.076,-0.076,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.186,0.088,-0.088,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.416,2.378,-2.378,NaN,NaN,NaN,2014
0.02,0.004,-0.004,0.128,0.003,-0.003,NaN,NaN,NaN,2014
0.009,0.006,-0.006,0.076,0.003,-0.003,NaN,NaN,NaN,2014
0.0002,0.0038,-0.0038,0.095,0.002,-0.002,NaN,NaN,NaN,2014
12.6,6.3,-6.3,NaN,NaN,NaN,NaN,NaN,NaN,2014
0.002,0.01,-0.01,0.073,0.003,-0.003,NaN,NaN,NaN,2014
0.008,0.02,-0.02,0.106,0.003,-0.003,NaN,NaN,NaN,2014
NaN,NaN,NaN,0.253,0.005,-0.005,132,6.9,-6.9,2013
NaN,NaN,NaN,0.168,0.018,-0.018,NaN,NaN,NaN,2013
0.939,0.085,-0.085,1.325,0.043,-0.043,1056,36,-36,2014
0.211,0.069,-0.066,0.388,0.009,-0.009,NaN,NaN,NaN,2014
0.81,0.18,-0.18,0.89,0.07,-0.07,2000,NaN,NaN,2007
0.01,0.015,-0.005,NaN,NaN,NaN,NaN,NaN,NaN,2008
0.9,0.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,2008
0.23,0.05,-0.05,NaN,NaN,NaN,NaN,NaN,NaN,2009
4.8,2.1,-2.4,NaN,NaN,NaN,3600,1300,-1300,2013
0.0327,0.005,-0.005,NaN,NaN,NaN,NaN,NaN,NaN,2011
0.157,0.138,-0.075,NaN,NaN,NaN,NaN,NaN,NaN,2010
2.6,4.1,-1.6,NaN,NaN,NaN,NaN,NaN,NaN,2010
1.5,0.8,-0.3,NaN,NaN,NaN,2300,600,-600,2012
11,2,-2,NaN,NaN,NaN,2800,400,-400,2012
4.8,0.3,-0.3,NaN,NaN,NaN,7720,440,-440,2012
11.6,13.4,-5.6,NaN,NaN,NaN,7560,910,-910,2013
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2014
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2007
2.6,0.8,-0.8,NaN,NaN,NaN,NaN,NaN,NaN,2004
3.8,0.4,-0.4,NaN,NaN,NaN,NaN,NaN,NaN,2005
0.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006
0.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005
0.71,0.08,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,2008
0.27,0.03,-0.03,NaN,NaN,NaN,NaN,NaN,NaN,2008
0.0694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2009
0.53,0.21,-0.21,NaN,NaN,NaN,2570,610,-610,2012
0.11,0.02,-0.02,NaN,NaN,NaN,4080,300,-300,2012
0.68,0.1,-0.1,NaN,NaN,NaN,4080,300,-300,2012
1.85,0.19,-0.19,NaN,NaN,NaN,1760,130,-130,2013
2.73,0.43,-0.43,NaN,NaN,NaN,4970,290,-290,2013
4.5,1.5,-1.5,1.61,0.04,-0.04,NaN,NaN,NaN,2008
0.62,0.14,-0.14,1.25,0.14,-0.12,NaN,NaN,NaN,2004
1.39,0.18,-0.17,1.363,0.092,-0.09,NaN,NaN,NaN,2002
0.55,0.1,-0.1,1.051,0.057,-0.052,NaN,NaN,NaN,2004
1.26,0.16,-0.16,1.093,0.028,-0.019,600,NaN,NaN,2004
1.18,0.14,-0.13,1.2,0.15,-0.11,2500,250,-250,2004
1.01,0.15,-0.15,1.13,0.24,-0.08,NaN,NaN,NaN,2007
1.03,0.2,-0.2,1.36,0.18,-0.09,NaN,NaN,NaN,2007
21,3,-3,NaN,NaN,NaN,NaN,NaN,NaN,2006
2.31,0.77,-0.77,0.941,0.036,-0.047,1200,600,-600,2013
0.54,0.039,-0.039,NaN,NaN,NaN,NaN,NaN,NaN,2012
1.844,0.064,-0.064,NaN,NaN,NaN,NaN,NaN,NaN,2012
0.00007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1992
0.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1992
0.012,0.0006,-0.0006,NaN,NaN,NaN,NaN,NaN,NaN,1994
2.5,1,-1,NaN,NaN,NaN,NaN,NaN,NaN,2003
1.2,NaN,NaN,NaN,NaN,NaN,1200,300,-300,2011
1.09,0.084,-0.081,1.164,0.045,-0.045,NaN,NaN,NaN,2010
2.487,0.086,-0.086,1.144,0.035,-0.035,NaN,NaN,NaN,2011
10.5,4.5,-4.5,NaN,NaN,NaN,135,NaN,NaN,2013
16,4,-4,NaN,NaN,NaN,120,10,-10,2013
13,7,-7,NaN,NaN,NaN,NaN,NaN,NaN,2010
3.8,NaN,NaN,0.81,0.1,-0.1,8500,NaN,NaN,2006
9.7,5.6,-4.5,1.13,0.21,-0.21,8500,NaN,NaN,2006
0.752,0.047,-0.046,1.067,0.022,-0.021,152.3,6.7,-6.7,2004
1.91,0.075,-0.08,1.336,0.031,-0.037,228,12,-12,2007
0.919,0.073,-0.073,1.799,0.063,-0.063,492,39,-39,2007
1.778,0.063,-0.063,1.209,0.021,-0.021,360,11,-11,2011
14,2,-8,NaN,NaN,NaN,NaN,NaN,NaN,2008
3.2,0.7,-0.7,NaN,NaN,NaN,NaN,NaN,NaN,2007
0.918,0.091,-0.09,1.514,0.052,-0.047,408,27,-27,2007
0.914,0.092,-0.092,1.117,0.082,-0.082,147,17,-17,2007
1.76,0.08,-0.14,1.29,0.05,-0.07,220,NaN,NaN,2007
1.237,0.064,-0.064,1.413,0.02,-0.02,300,50,-50,2007
1.568,0.071,-0.071,1.167,0.043,-0.043,300,50,-50,2008
0.503,0.019,-0.038,1.224,0.051,-0.052,NaN,NaN,NaN,2009
0.96,0.13,-0.13,1.33,0.093,-0.093,140,15,-15,2008
2.244,0.079,-0.093,1.038,0.007,-0.047,87,7,-7,2010
3.15,0.13,-0.11,1.08,0.02,-0.02,90,20,-20,2008
0.487,0.018,-0.018,1.005,0.032,-0.027,121.7,4.2,-4.2,2008
1.41,0.1,-0.1,1.79,0.09,-0.09,NaN,NaN,NaN,2008
0.477,0.044,-0.049,1.389,0.045,-0.056,155,18,-18,2009
7.341,0.508,-0.496,1.281,0.075,-0.082,160,20,-20,2008
0.542,0.05,-0.05,1.428,0.077,-0.077,NaN,NaN,NaN,2009
0.855,0.043,-0.076,1.008,0.083,-0.06,NaN,NaN,NaN,2009
0.49,0.059,-0.056,1.74,0.26,-0.23,400,60,-60,2009
10.43,0.38,-0.38,1.165,0.057,-0.057,105.49,11.77,-15.14,2009
1.168,0.023,-0.023,1.386,0.032,-0.032,250,80,-60,2009
0.3,0.011,-0.011,1.07,0.06,-0.06,242,50,-30,2010
0.588,0.017,-0.017,1.158,0.061,-0.038,300,NaN,NaN,2010
0.884,0.088,-0.099,0.962,0.047,-0.056,NaN,NaN,NaN,2010
1.071,0.036,-0.038,1.3,0.039,-0.038,NaN,NaN,NaN,2010
0.58,0.04,-0.04,1.22,0.06,-0.05,NaN,NaN,NaN,2010
1.028,0.021,-0.021,1.281,0.075,-0.075,250,15,-15,2010
0.244,0.02,-0.02,0.792,0.056,-0.035,70,NaN,NaN,2010
0.478,0.029,-0.029,1.549,0.05,-0.05,360,30,-30,2010
3.6,0.07,-0.07,1.18,0.07,-0.07,NaN,NaN,NaN,2010
4.1,NaN,NaN,1.497,0.045,-0.045,116.14,12.62,-16.13,2010
0.59,0.01,-0.01,1.22,0.11,-0.08,120,15,-15,2010
0.72,0.06,-0.06,1.32,0.05,-0.05,NaN,NaN,NaN,2011
2.303,0.068,-0.068,1.281,0.029,-0.029,450,120,-120,2011
1.8,0.17,-0.17,1.16,0.07,-0.06,343,36,-36,2010
2.691,0.058,-0.058,1.094,0.029,-0.028,110,20,-20,2010
0.28,0.03,-0.03,1.27,0.04,-0.04,230,80,-80,2011
0.92,0.06,-0.06,1.2,0.06,-0.06,180,60,-60,2010
0.5,0.035,-0.035,1.08,0.057,-0.057,160,40,-40,2012
1.78,0.1,-0.1,0.93,0.07,-0.09,80,20,-20,2011
0.889,0.062,-0.062,1.14,0.11,-0.11,NaN,NaN,NaN,2011
1.007,0.053,-0.053,1.16,0.28,-0.14,NaN,NaN,NaN,2011
2.101,0.073,-0.073,1.31,0.051,-0.051,NaN,NaN,NaN,2011
1.14,0.05,-0.05,1.15,0.04,-0.02,200,30,-30,2012
0.98,0.09,-0.09,1.67,0.1,-0.1,NaN,NaN,NaN,2011
0.378,0.027,-0.027,1.115,0.047,-0.047,170,20,-20,2012
1.468,0.091,-0.086,1.153,0.048,-0.048,230,40,-40,2011
0.46,0.02,-0.02,1.27,0.03,-0.03,140,20,-20,2012
0.636,0.025,-0.024,1.653,0.09,-0.083,200,30,-30,2012
0.57,0.04,-0.04,1.3,0.05,-0.03,330,50,-50,2012
0.571,0.034,-0.035,1.092,0.035,-0.033,255,40,-40,2012
0.672,0.049,-0.046,0.916,0.017,-0.014,455,80,-80,2012
0.89,0.07,-0.07,1.37,0.2,-0.2,300,50,-50,2012
0.863,0.045,-0.045,0.775,0.068,-0.068,125,25,-25,2012
0.514,0.034,-0.034,0.86,0.12,-0.12,400,60,-60,2012
2.06,0.17,-0.17,1.24,0.03,-0.03,480,65,-65,2012
0.57,0.04,-0.04,1.39,0.06,-0.06,160,30,-30,2012
0.38,0.03,-0.03,1.43,0.1,-0.06,330,50,-50,2012
1.271,0.068,-0.068,1.271,0.039,-0.039,350,90,-90,2012
1.55,0.16,-0.16,1.112,0.059,-0.059,310,50,-50,2013
2.32,0.13,-0.13,1.39,0.09,-0.09,380,100,-100,2012
0.42,0.04,-0.04,1.4,0.3,-0.2,225,45,-45,2012
2.242,0.08,-0.08,1.46,0.13,-0.13,345,32,-32,2012
1.5461,0.059,-0.056,1.27,0.2,-0.2,340,60,-60,2012
1.07,0.05,-0.05,1.27,0.048,-0.048,260,70,-70,2013
1.76,0.06,-0.06,1.21,0.02,-0.02,93,5,-5,2012
0.89,0.08,-0.08,1.7,0.11,-0.11,550,120,-120,2012
0.9,0.08,-0.08,2.09,0.14,-0.14,240,50,-50,2012
0.554,0.03,-0.039,0.952,0.026,-0.027,60,20,-20,2012
1.49,0.088,-0.088,1.528,0.073,-0.047,470,35,-35,2014
7.5,1.5,-1.5,NaN,NaN,NaN,19.2,0.6,-0.6,2011
4.01,0.35,-0.35,1.49,0.16,-0.18,3200,900,-400,2012
1.12,0.16,-0.16,1.363,0.061,-0.061,1000,NaN,NaN,2014
22,2,-2,0.934,0.029,-0.029,10.1,1.9,-1.4,2012
0.92,0.08,-0.08,1.21,0.03,-0.03,172,12,-12,2006
0.565,0.054,-0.054,0.996,0.031,-0.018,148,10,-10,2007
11.79,0.59,-0.59,1.217,0.073,-0.073,174,18,-18,2007
1.78,0.08,-0.08,1.33,0.05,-0.05,293,19,-19,2008
1.059,0.028,-0.028,1.109,0.05,-0.05,260,12,-12,2008
